xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,north,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,north,0,1,2,0.1,0.0,0.0,0.1,0.0,0.0
0,0,5,north,0,1,9,0.2,0.0,0.0,0.2,0.1,0.0
0,0,7,north,0,1,13,0.3,0.0,0.0,0.3,0.1,0.0
0,0,13,north,0,1,13,0.3,0.1,0.0,0.3,0.1,0.0
0,0,20,north,0,1,19,0.4,0.1,0.1,0.4,0.1,0.0
0,0,20,north,0,1,20,0.4,0.1,0.1,0.4,0.1,0.1
0,0,23,north,0,1,33,0.5,0.1,0.1,0.5,0.2,0.1
0,0,23,north,0,1,23,0.5,0.1,0.1,0.5,0.1,0.1
0,1,0,north,0,2,1,0.0,0.0,0.0,0.0,0.1,0.0
0,1,2,north,0,2,4,0.1,0.0,0.0,0.1,0.1,0.0
0,1,9,north,0,2,13,0.2,0.1,0.0,0.3,0.1,0.0
0,1,9,north,0,2,12,0.2,0.1,0.0,0.2,0.2,0.0
0,1,9,north,0,2,9,0.2,0.1,0.0,0.2,0.1,0.0
0,1,12,north,0,2,12,0.2,0.2,0.0,0.2,0.2,0.0
0,1,13,north,0,2,13,0.3,0.1,0.0,0.3,0.1,0.0
0,1,13,north,0,2,18,0.3,0.1,0.0,0.3,0.2,0.0
0,1,19,north,0,2,26,0.4,0.1,0.0,0.4,0.2,0.0
0,1,19,north,0,2,19,0.4,0.1,0.0,0.4,0.1,0.0
0,1,20,north,0,2,26,0.4,0.1,0.1,0.4,0.2,0.0
0,1,23,north,0,2,33,0.5,0.1,0.1,0.5,0.2,0.1
0,2,0,north,0,3,1,0.0,0.0,0.0,0.0,0.1,0.0
0,2,1,north,0,3,1,0.0,0.1,0.0,0.0,0.1,0.0
0,2,2,north,0,3,4,0.1,0.0,0.0,0.1,0.1,0.0
0,2,4,north,0,3,8,0.1,0.1,0.0,0.1,0.2,0.0
0,2,4,north,0,3,4,0.1,0.1,0.0,0.1,0.1,0.0
0,2,9,north,0,3,18,0.2,0.1,0.0,0.3,0.2,0.0
0,2,9,north,0,3,12,0.2,0.1,0.0,0.2,0.2,0.0
0,2,12,north,0,3,17,0.2,0.2,0.0,0.2,0.3,0.0
0,2,12,north,0,3,12,0.2,0.2,0.0,0.2,0.2,0.0
0,2,13,north,0,3,18,0.3,0.1,0.0,0.3,0.2,0.0
0,2,18,north,0,3,22,0.3,0.2,0.0,0.3,0.3,0.0
0,2,19,north,0,3,26,0.4,0.1,0.0,0.4,0.2,0.0
0,2,26,north,0,3,26,0.4,0.2,0.0,0.4,0.2,0.0
0,2,26,north,0,3,31,0.4,0.2,0.0,0.4,0.3,0.0
0,3,0,north,0,4,1,0.0,0.0,0.0,0.0,0.1,0.0
0,3,1,north,0,4,3,0.0,0.1,0.0,0.0,0.2,0.0
0,3,1,north,0,4,1,0.0,0.1,0.0,0.0,0.1,0.0
0,3,2,north,0,4,4,0.1,0.0,0.0,0.1,0.1,0.0
0,3,4,north,0,4,4,0.1,0.1,0.0,0.1,0.1,0.0
0,3,4,north,0,4,8,0.1,0.1,0.0,0.1,0.2,0.0
0,3,8,north,0,4,8,0.1,0.2,0.0,0.1,0.2,0.0
0,3,8,north,0,4,12,0.1,0.2,0.0,0.2,0.2,0.0
0,3,12,north,0,4,17,0.2,0.2,0.0,0.2,0.3,0.0
0,3,12,north,0,4,12,0.2,0.2,0.0,0.2,0.2,0.0
0,3,17,north,0,4,25,0.2,0.3,0.0,0.2,0.4,0.0
0,3,18,north,0,4,18,0.3,0.2,0.0,0.3,0.2,0.0
0,3,18,north,0,4,22,0.3,0.2,0.0,0.3,0.3,0.0
0,3,22,north,0,4,31,0.3,0.3,0.0,0.4,0.3,0.0
0,3,26,north,0,4,31,0.4,0.2,0.0,0.4,0.3,0.0
0,4,0,north,0,5,1,0.0,0.0,0.0,0.0,0.1,0.0
0,4,1,north,0,5,3,0.0,0.1,0.0,0.0,0.2,0.0
0,4,1,north,0,5,1,0.0,0.1,0.0,0.0,0.1,0.0
0,4,2,north,0,5,4,0.1,0.0,0.0,0.1,0.1,0.0
0,4,3,north,0,5,6,0.0,0.2,0.0,0.0,0.3,0.0
0,4,3,north,0,5,3,0.0,0.2,0.0,0.0,0.2,0.0
0,4,4,north,0,5,8,0.1,0.1,0.0,0.1,0.2,0.0
0,4,4,north,0,5,4,0.1,0.1,0.0,0.1,0.1,0.0
0,4,8,north,0,5,8,0.1,0.2,0.0,0.1,0.2,0.0
0,4,8,north,0,5,11,0.1,0.2,0.0,0.1,0.3,0.0
0,4,8,north,0,5,17,0.1,0.2,0.0,0.2,0.3,0.0
0,4,12,north,0,5,17,0.2,0.2,0.0,0.2,0.3,0.0
0,4,17,north,0,5,25,0.2,0.3,0.0,0.2,0.4,0.0
0,4,18,north,0,5,22,0.3,0.2,0.0,0.3,0.3,0.0
0,4,22,north,0,5,22,0.3,0.3,0.0,0.3,0.3,0.0
0,4,25,north,0,5,30,0.2,0.4,0.0,0.3,0.4,0.0
0,5,0,north,0,6,1,0.0,0.0,0.0,0.0,0.1,0.0
0,5,1,north,0,6,3,0.0,0.1,0.0,0.0,0.2,0.0
0,5,1,north,0,6,1,0.0,0.1,0.0,0.0,0.1,0.0
0,5,2,north,0,6,4,0.1,0.0,0.0,0.1,0.1,0.0
0,5,3,north,0,6,6,0.0,0.2,0.0,0.0,0.3,0.0
0,5,3,north,0,6,3,0.0,0.2,0.0,0.0,0.2,0.0
0,5,4,north,0,6,4,0.1,0.1,0.0,0.1,0.1,0.0
0,5,4,north,0,6,8,0.1,0.1,0.0,0.1,0.2,0.0
0,5,6,north,0,6,10,0.0,0.3,0.0,0.1,0.3,-0.1
0,5,8,north,0,6,11,0.1,0.2,0.0,0.1,0.3,0.0
0,5,8,north,0,6,17,0.1,0.2,0.0,0.2,0.3,0.0
0,5,11,north,0,6,11,0.1,0.3,0.0,0.1,0.3,0.0
0,5,17,north,0,6,25,0.2,0.3,0.0,0.2,0.4,0.0
0,5,17,north,0,6,17,0.2,0.3,0.0,0.2,0.3,0.0
0,5,22,north,0,6,30,0.3,0.3,0.0,0.3,0.4,0.0
