xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,north,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,east,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0,east,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0,east,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,0,east,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,0,east,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,north,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,north,1,1,2,0.1,0.0,0.0,0.1,0.0,0.0
1,0,4,north,1,1,8,0.1,0.1,0.0,0.2,0.1,0.0
1,0,5,north,1,1,8,0.2,0.0,0.0,0.2,0.1,0.0
1,0,5,north,1,1,11,0.2,0.0,0.0,0.3,0.1,0.0
1,0,6,north,1,1,11,0.3,0.0,0.0,0.3,0.1,0.0
1,0,8,north,1,1,8,0.2,0.1,0.0,0.2,0.1,0.0
1,0,11,north,1,1,11,0.3,0.1,0.0,0.3,0.1,0.0
1,1,0,north,1,2,4,0.0,0.0,0.0,0.1,0.1,0.0
1,1,0,north,1,2,1,0.0,0.0,0.0,0.0,0.1,0.0
1,1,2,north,1,2,4,0.1,0.0,0.0,0.1,0.1,0.0
1,1,2,north,1,2,8,0.1,0.0,0.0,0.2,0.1,0.0
1,1,8,north,1,2,10,0.2,0.1,0.0,0.2,0.2,0.0
1,1,8,north,1,2,8,0.2,0.1,0.0,0.2,0.1,0.0
1,1,11,north,1,2,11,0.3,0.1,0.0,0.3,0.1,0.0
1,1,11,north,1,2,13,0.3,0.1,0.0,0.3,0.2,0.0
1,2,0,north,1,3,1,0.0,0.0,0.0,0.0,0.1,0.0
1,2,1,north,1,3,1,0.0,0.1,0.0,0.0,0.1,0.0
1,2,1,north,1,3,4,0.0,0.1,0.0,0.1,0.1,0.0
1,2,4,north,1,3,7,0.1,0.1,0.0,0.1,0.2,0.0
1,2,4,north,1,3,4,0.1,0.1,0.0,0.1,0.1,0.0
1,2,8,north,1,3,10,0.2,0.1,0.0,0.2,0.2,0.0
1,2,10,north,1,3,13,0.2,0.2,0.0,0.3,0.2,0.0
1,2,10,north,1,3,10,0.2,0.2,0.0,0.2,0.2,0.0
1,2,11,north,1,3,13,0.3,0.1,0.0,0.3,0.2,0.0
1,2,11,north,1,3,16,0.3,0.1,0.0,0.4,0.2,0.0
1,2,13,north,1,3,14,0.3,0.2,0.0,0.3,0.3,0.0
1,3,0,north,1,4,1,0.0,0.0,0.0,0.0,0.1,0.0
1,3,1,north,1,4,1,0.0,0.1,0.0,0.0,0.1,0.0
1,3,1,north,1,4,4,0.0,0.1,0.0,0.1,0.1,0.0
1,3,1,north,1,4,7,0.0,0.1,0.0,0.1,0.2,0.0
1,3,4,north,1,4,7,0.1,0.1,0.0,0.1,0.2,0.0
1,3,7,north,1,4,7,0.1,0.2,0.0,0.1,0.2,0.0
1,3,10,north,1,4,10,0.2,0.2,0.0,0.2,0.2,0.0
1,3,10,north,1,4,13,0.2,0.2,0.0,0.3,0.2,0.0
1,3,10,north,1,4,12,0.2,0.2,0.0,0.2,0.3,0.0
1,3,13,north,1,4,13,0.3,0.2,0.0,0.3,0.2,0.0
1,3,13,north,1,4,14,0.3,0.2,0.0,0.3,0.3,0.0
1,3,14,north,1,4,14,0.3,0.3,0.0,0.3,0.3,0.0
1,3,16,north,1,4,18,0.4,0.2,0.0,0.4,0.3,0.0
1,4,0,north,1,5,1,0.0,0.0,0.0,0.0,0.1,0.0
1,4,1,north,1,5,7,0.0,0.1,0.0,0.1,0.2,0.0
1,4,1,north,1,5,1,0.0,0.1,0.0,0.0,0.1,0.0
1,4,4,north,1,5,7,0.1,0.1,0.0,0.1,0.2,0.0
1,4,7,north,1,5,9,0.1,0.2,0.0,0.1,0.3,0.0
1,4,7,north,1,5,12,0.1,0.2,0.0,0.2,0.3,0.0
1,4,7,north,1,5,7,0.1,0.2,0.0,0.1,0.2,0.0
1,4,10,north,1,5,12,0.2,0.2,0.0,0.2,0.3,0.0
1,4,12,north,1,5,12,0.2,0.3,0.0,0.2,0.3,0.0
1,4,13,north,1,5,14,0.3,0.2,0.0,0.3,0.3,0.0
1,4,14,north,1,5,20,0.3,0.3,0.0,0.4,0.4,0.0
1,4,14,north,1,5,17,0.3,0.3,0.0,0.3,0.4,0.0
1,4,18,north,1,5,18,0.4,0.3,0.0,0.4,0.3,0.0
1,5,0,east,2,5,2,0.0,0.0,0.0,0.1,0.0,0.0
1,5,1,east,2,5,4,0.0,0.1,0.0,0.1,0.1,0.0
1,5,7,east,2,5,7,0.1,0.2,0.0,0.1,0.2,0.0
1,5,7,east,2,5,9,0.1,0.2,0.0,0.1,0.3,0.0
1,5,9,east,2,5,12,0.1,0.3,0.0,0.2,0.3,0.0
1,5,12,east,2,5,12,0.2,0.3,0.0,0.2,0.3,0.0
1,5,12,east,2,5,17,0.2,0.3,0.0,0.3,0.4,0.0
1,5,12,east,2,5,14,0.2,0.3,0.0,0.3,0.3,0.0
1,5,14,east,2,5,18,0.3,0.3,0.0,0.4,0.3,0.0
1,5,14,east,2,5,14,0.3,0.3,0.0,0.3,0.3,0.0
1,5,17,east,2,5,20,0.3,0.4,0.0,0.4,0.4,0.0
1,6,0,south,1,5,1,0.0,0.0,0.0,0.0,0.1,0.0
1,6,1,south,1,5,7,0.0,0.1,0.0,0.1,0.2,0.0
1,6,1,south,1,5,1,0.0,0.1,0.0,0.0,0.1,0.0
1,6,4,south,1,5,7,0.1,0.1,0.0,0.1,0.2,0.0
1,7,0,south,1,6,1,0.0,0.0,0.0,0.0,0.1,0.0
1,7,1,south,1,6,1,0.0,0.1,0.0,0.0,0.1,0.0
1,7,1,south,1,6,4,0.0,0.1,0.0,0.1,0.1,0.0
1,8,0,south,1,7,1,0.0,0.0,0.0,0.0,0.1,0.0
2,0,0,west,1,0,2,0.0,0.0,0.0,0.1,0.0,0.0
2,0,2,west,1,0,5,0.1,0.0,0.0,0.2,0.0,0.0
2,0,2,west,1,0,2,0.1,0.0,0.0,0.1,0.0,0.0
2,0,4,west,1,0,4,0.1,0.1,0.0,0.1,0.1,0.0
2,0,4,west,1,0,8,0.1,0.1,0.0,0.2,0.1,0.0
2,0,5,west,1,0,6,0.2,0.0,0.0,0.3,0.0,0.0
2,0,5,west,1,0,5,0.2,0.0,0.0,0.2,0.0,0.0
2,0,8,west,1,0,11,0.2,0.1,0.0,0.3,0.1,0.0
2,1,0,west,1,1,2,0.0,0.0,0.0,0.1,0.0,0.0
2,3,0,north,2,4,1,0.0,0.0,0.0,0.0,0.1,0.0
2,4,0,north,2,5,1,0.0,0.0,0.0,0.0,0.1,0.0
2,4,1,north,2,5,1,0.0,0.1,0.0,0.0,0.1,0.0
2,5,0,east,3,5,2,0.0,0.0,0.0,0.1,0.0,0.0
2,5,1,east,3,5,4,0.0,0.1,0.0,0.1,0.1,0.0
2,5,2,east,3,5,2,0.1,0.0,0.0,0.1,0.0,0.0
2,5,4,east,3,5,4,0.1,0.1,0.0,0.1,0.1,0.0
2,5,4,east,3,5,10,0.1,0.1,0.0,0.2,0.2,0.0
2,5,4,east,3,5,8,0.1,0.1,0.0,0.2,0.1,0.0
2,5,7,east,3,5,10,0.1,0.2,0.0,0.2,0.2,0.0
2,5,9,east,3,5,12,0.1,0.3,0.0,0.2,0.3,0.0
2,5,12,east,3,5,12,0.2,0.3,0.0,0.2,0.3,0.0
2,5,12,east,3,5,14,0.2,0.3,0.0,0.3,0.3,0.0
2,5,14,east,3,5,14,0.3,0.3,0.0,0.3,0.3,0.0
2,5,14,east,3,5,18,0.3,0.3,0.0,0.4,0.3,0.0
2,5,17,east,3,5,20,0.3,0.4,0.0,0.4,0.4,0.0
2,6,0,south,2,5,1,0.0,0.0,0.0,0.0,0.1,0.0
2,6,1,south,2,5,1,0.0,0.1,0.0,0.0,0.1,0.0
2,7,0,south,2,6,1,0.0,0.0,0.0,0.0,0.1,0.0
3,0,0,west,2,0,2,0.0,0.0,0.0,0.1,0.0,0.0
3,0,1,west,2,0,4,0.0,0.1,0.0,0.1,0.1,0.0
3,0,2,west,2,0,5,0.1,0.0,0.0,0.2,0.0,0.0
3,0,2,west,2,0,2,0.1,0.0,0.0,0.1,0.0,0.0
3,0,4,west,2,0,4,0.1,0.1,0.0,0.1,0.1,0.0
