xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,east,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0,north,0,3,1,0.0,0.0,0.0,0.0,0.1,0.0
0,3,0,east,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,1,east,1,3,1,0.0,0.1,0.0,0.0,0.1,0.0
0,4,0,south,0,3,1,0.0,0.0,0.0,0.0,0.1,0.0
0,4,1,south,0,3,1,0.0,0.1,0.0,0.0,0.1,0.0
0,5,0,south,0,4,1,0.0,0.0,0.0,0.0,0.1,0.0
1,0,0,north,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2,north,1,1,2,0.1,0.0,0.0,0.1,0.0,0.0
1,0,5,north,1,1,8,0.2,0.0,0.0,0.2,0.1,0.0
1,0,5,north,1,1,11,0.2,0.0,0.0,0.3,0.1,0.0
1,0,6,north,1,1,11,0.3,0.0,0.0,0.3,0.1,0.0
1,0,15,north,1,1,17,0.4,0.1,0.1,0.5,0.1,0.1
1,0,15,north,1,1,15,0.4,0.1,0.1,0.4,0.1,0.1
1,0,15,north,1,1,25,0.4,0.1,0.1,0.5,0.2,0.1
1,1,0,north,1,2,4,0.0,0.0,0.0,0.1,0.1,0.0
1,1,0,north,1,2,1,0.0,0.0,0.0,0.0,0.1,0.0
1,1,2,north,1,2,4,0.1,0.0,0.0,0.1,0.1,0.0
1,1,2,north,1,2,8,0.1,0.0,0.0,0.2,0.1,0.0
1,1,8,north,1,2,8,0.2,0.1,0.0,0.2,0.1,0.0
1,1,11,north,1,2,11,0.3,0.1,0.0,0.3,0.1,0.0
1,1,15,north,1,2,20,0.4,0.1,0.1,0.4,0.2,0.1
1,1,15,north,1,2,15,0.4,0.1,0.1,0.4,0.1,0.1
1,1,17,north,1,2,25,0.5,0.1,0.1,0.5,0.2,0.1
1,2,0,north,1,3,1,0.0,0.0,0.0,0.0,0.1,0.0
1,2,1,north,1,3,1,0.0,0.1,0.0,0.0,0.1,0.0
1,2,1,north,1,3,4,0.0,0.1,0.0,0.1,0.1,0.0
1,2,4,north,1,3,7,0.1,0.1,0.0,0.1,0.2,0.0
1,2,8,north,1,3,10,0.2,0.1,0.0,0.2,0.2,0.0
1,2,11,north,1,3,14,0.3,0.1,0.0,0.3,0.2,0.0
1,2,11,north,1,3,19,0.3,0.1,0.0,0.4,0.2,0.0
1,2,15,north,1,3,20,0.4,0.1,0.1,0.4,0.2,0.1
1,2,20,north,1,3,23,0.4,0.2,0.1,0.4,0.3,0.1
1,2,20,north,1,3,25,0.4,0.2,0.1,0.5,0.2,0.1
1,3,0,east,2,3,2,0.0,0.0,0.0,0.1,0.0,0.0
1,3,1,east,2,3,7,0.0,0.1,0.0,0.1,0.2,0.0
1,3,1,east,2,3,4,0.0,0.1,0.0,0.1,0.1,0.0
1,3,4,east,2,3,7,0.1,0.1,0.0,0.1,0.2,0.0
1,3,7,east,2,3,10,0.1,0.2,0.0,0.2,0.2,0.0
1,3,7,east,2,3,7,0.1,0.2,0.0,0.1,0.2,0.0
1,3,10,east,2,3,14,0.2,0.2,0.0,0.3,0.2,0.0
1,3,10,east,2,3,10,0.2,0.2,0.0,0.2,0.2,0.0
1,3,14,east,2,3,19,0.3,0.2,0.0,0.4,0.2,0.0
1,3,19,east,2,3,19,0.4,0.2,0.0,0.4,0.2,0.0
1,3,20,east,2,3,25,0.4,0.2,0.1,0.5,0.2,0.1
2,0,0,west,1,0,2,0.0,0.0,0.0,0.1,0.0,0.0
2,0,2,west,1,0,5,0.1,0.0,0.0,0.2,0.0,0.0
2,0,2,west,1,0,2,0.1,0.0,0.0,0.1,0.0,0.0
2,0,5,west,1,0,6,0.2,0.0,0.0,0.3,0.0,0.0
2,0,5,west,1,0,5,0.2,0.0,0.0,0.2,0.0,0.0
2,0,6,west,1,0,15,0.3,0.0,0.0,0.4,0.1,0.1
2,0,11,west,1,0,15,0.3,0.1,0.0,0.4,0.1,0.1
2,0,15,west,1,0,15,0.4,0.1,0.1,0.4,0.1,0.1
2,0,19,west,1,0,25,0.4,0.2,0.0,0.5,0.2,0.1
2,2,0,north,2,3,1,0.0,0.0,0.0,0.0,0.1,0.0
2,3,0,north,2,4,1,0.0,0.0,0.0,0.0,0.1,0.0
2,3,1,north,2,4,1,0.0,0.1,0.0,0.0,0.1,0.0
2,3,2,north,2,4,4,0.1,0.0,0.0,0.1,0.1,0.0
2,3,4,north,2,4,4,0.1,0.1,0.0,0.1,0.1,0.0
2,3,4,north,2,4,7,0.1,0.1,0.0,0.1,0.2,0.0
2,3,7,north,2,4,10,0.1,0.2,0.0,0.2,0.2,0.0
2,3,7,north,2,4,7,0.1,0.2,0.0,0.1,0.2,0.0
2,3,10,north,2,4,14,0.2,0.2,0.0,0.3,0.2,0.0
2,3,10,north,2,4,10,0.2,0.2,0.0,0.2,0.2,0.0
2,3,14,north,2,4,16,0.3,0.2,0.0,0.3,0.3,0.0
2,3,19,north,2,4,22,0.4,0.2,0.0,0.4,0.3,0.0
