xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,north,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,north,0,1,2,0.1,0.0,0.0,0.1,0.0,0.0
0,0,5,north,0,1,9,0.2,0.0,0.0,0.2,0.1,0.0
0,0,7,north,0,1,12,0.3,0.0,0.0,0.3,0.1,0.0
0,0,9,north,0,1,9,0.2,0.1,0.0,0.2,0.1,0.0
0,0,18,north,0,1,23,0.4,0.1,0.1,0.4,0.2,0.1
0,0,18,north,0,1,17,0.4,0.1,0.1,0.4,0.1,0.0
0,0,18,north,0,1,18,0.4,0.1,0.1,0.4,0.1,0.1
0,0,20,north,0,1,27,0.5,0.1,0.1,0.5,0.2,0.1
0,0,20,north,0,1,20,0.5,0.1,0.1,0.5,0.1,0.1
0,1,0,north,0,2,1,0.0,0.0,0.0,0.0,0.1,0.0
0,1,2,north,0,2,4,0.1,0.0,0.0,0.1,0.1,0.0
0,1,9,north,0,2,12,0.2,0.1,0.0,0.3,0.1,0.0
0,1,9,north,0,2,11,0.2,0.1,0.0,0.2,0.2,0.0
0,1,9,north,0,2,9,0.2,0.1,0.0,0.2,0.1,0.0
0,1,12,north,0,2,12,0.3,0.1,0.0,0.3,0.1,0.0
0,1,17,north,0,2,22,0.4,0.1,0.0,0.4,0.2,0.0
0,1,17,north,0,2,17,0.4,0.1,0.0,0.4,0.1,0.0
0,1,18,north,0,2,22,0.4,0.1,0.1,0.4,0.2,0.0
0,1,20,north,0,2,27,0.5,0.1,0.1,0.5,0.2,0.1
0,1,23,north,0,2,22,0.4,0.2,0.1,0.4,0.2,0.0
0,2,0,north,0,3,1,0.0,0.0,0.0,0.0,0.1,0.0
0,2,1,north,0,3,1,0.0,0.1,0.0,0.0,0.1,0.0
0,2,4,north,0,3,8,0.1,0.1,0.0,0.1,0.2,0.0
0,2,4,north,0,3,4,0.1,0.1,0.0,0.1,0.1,0.0
0,2,9,north,0,3,11,0.2,0.1,0.0,0.2,0.2,0.0
0,2,11,north,0,3,11,0.2,0.2,0.0,0.2,0.2,0.0
0,2,12,north,0,3,16,0.3,0.1,0.0,0.3,0.2,0.0
0,2,17,north,0,3,22,0.4,0.1,0.0,0.4,0.2,0.0
0,2,22,north,0,3,22,0.4,0.2,0.0,0.4,0.2,0.0
0,2,22,north,0,3,26,0.4,0.2,0.0,0.4,0.3,0.0
0,3,0,north,0,4,1,0.0,0.0,0.0,0.0,0.1,0.0
0,3,1,north,0,4,3,0.0,0.1,0.0,0.0,0.2,0.0
0,3,1,north,0,4,1,0.0,0.1,0.0,0.0,0.1,0.0
0,3,2,north,0,4,4,0.1,0.0,0.0,0.1,0.1,0.0
0,3,4,north,0,4,8,0.1,0.1,0.0,0.1,0.2,0.0
0,3,8,north,0,4,8,0.1,0.2,0.0,0.1,0.2,0.0
0,3,8,north,0,4,11,0.1,0.2,0.0,0.2,0.2,0.0
0,3,11,north,0,4,15,0.2,0.2,0.0,0.2,0.3,0.0
0,3,11,north,0,4,11,0.2,0.2,0.0,0.2,0.2,0.0
0,3,16,north,0,4,16,0.3,0.2,0.0,0.3,0.2,0.0
0,3,16,north,0,4,19,0.3,0.2,0.0,0.3,0.3,0.0
0,3,22,north,0,4,26,0.4,0.2,0.0,0.4,0.3,0.0
0,4,0,north,0,5,1,0.0,0.0,0.0,0.0,0.1,0.0
0,4,1,north,0,5,3,0.0,0.1,0.0,0.0,0.2,0.0
0,4,1,north,0,5,1,0.0,0.1,0.0,0.0,0.1,0.0
0,4,3,north,0,5,6,0.0,0.2,0.0,0.0,0.3,0.0
0,4,3,north,0,5,3,0.0,0.2,0.0,0.0,0.2,0.0
0,4,4,north,0,5,4,0.1,0.1,0.0,0.1,0.1,0.0
0,4,8,north,0,5,10,0.1,0.2,0.0,0.1,0.3,0.0
0,4,11,north,0,5,15,0.2,0.2,0.0,0.2,0.3,0.0
0,4,15,north,0,5,21,0.2,0.3,0.0,0.2,0.4,0.0
0,4,16,north,0,5,19,0.3,0.2,0.0,0.3,0.3,0.0
0,4,19,north,0,5,19,0.3,0.3,0.0,0.3,0.3,0.0
0,5,0,east,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,1,east,1,5,1,0.0,0.1,0.0,0.0,0.1,0.0
0,5,3,east,1,5,8,0.0,0.2,0.0,0.1,0.2,0.0
0,5,3,east,1,5,10,0.0,0.2,0.0,0.1,0.3,0.0
0,5,4,east,1,5,8,0.1,0.1,0.0,0.1,0.2,0.0
0,5,6,east,1,5,10,0.0,0.3,0.0,0.1,0.3,0.0
0,5,10,east,1,5,10,0.1,0.3,0.0,0.1,0.3,0.0
0,5,15,east,1,5,15,0.2,0.3,0.0,0.2,0.3,0.0
0,5,15,east,1,5,19,0.2,0.3,0.0,0.3,0.3,0.0
0,5,19,east,1,5,19,0.3,0.3,0.0,0.3,0.3,0.0
0,5,21,east,1,5,25,0.2,0.4,0.0,0.3,0.4,0.0
0,7,0,east,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,0,east,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,west,0,0,2,0.0,0.0,0.0,0.1,0.0,0.0
1,0,2,west,0,0,5,0.1,0.0,0.0,0.2,0.0,0.0
1,0,2,west,0,0,2,0.1,0.0,0.0,0.1,0.0,0.0
1,0,4,west,0,0,9,0.1,0.1,0.0,0.2,0.1,0.0
1,0,5,west,0,0,5,0.2,0.0,0.0,0.2,0.0,0.0
1,0,5,west,0,0,7,0.2,0.0,0.0,0.3,0.0,0.0
1,0,7,west,0,0,18,0.3,0.0,0.0,0.4,0.1,0.1
1,0,12,west,0,0,18,0.3,0.1,0.0,0.4,0.1,0.1
1,0,18,west,0,0,20,0.4,0.1,0.1,0.5,0.1,0.1
1,0,18,west,0,0,18,0.4,0.1,0.1,0.4,0.1,0.1
1,0,23,west,0,0,27,0.4,0.2,0.1,0.5,0.2,0.1
1,1,0,west,0,1,2,0.0,0.0,0.0,0.1,0.0,0.0
1,3,0,west,0,3,2,0.0,0.0,0.0,0.1,0.0,0.0
1,5,0,north,1,6,1,0.0,0.0,0.0,0.0,0.1,0.0
