xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,east,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,0,north,0,8,1,0.0,0.0,0.0,0.0,0.1,0.0
0,8,0,east,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,1,east,1,8,1,0.0,0.1,0.0,0.0,0.1,0.0
1,0,0,east,2,0,2,0.0,0.0,0.0,0.1,0.0,0.0
1,0,1,east,2,0,3,0.0,0.1,0.0,0.1,0.1,0.0
1,1,0,south,1,0,1,0.0,0.0,0.0,0.0,0.1,0.0
1,3,0,east,2,3,2,0.0,0.0,0.0,0.1,0.0,0.0
1,4,0,east,2,4,2,0.0,0.0,0.0,0.1,0.0,0.0
1,8,0,east,2,8,2,0.0,0.0,0.0,0.1,0.0,0.0
1,8,1,east,2,8,3,0.0,0.1,0.0,0.1,0.1,0.0
1,9,0,south,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,east,3,0,2,0.0,0.0,0.0,0.1,0.0,0.0
2,0,1,east,3,0,3,0.0,0.1,0.0,0.1,0.1,0.0
2,0,2,east,3,0,2,0.1,0.0,0.0,0.1,0.0,0.0
2,0,3,east,3,0,3,0.1,0.1,0.0,0.1,0.1,0.0
2,1,0,south,2,0,1,0.0,0.0,0.0,0.0,0.1,0.0
2,3,0,east,3,3,2,0.0,0.0,0.0,0.1,0.0,0.0
2,3,1,east,3,3,3,0.0,0.1,0.0,0.1,0.1,0.0
2,3,2,east,3,3,2,0.1,0.0,0.0,0.1,0.0,0.0
2,3,3,east,3,3,3,0.1,0.1,0.0,0.1,0.1,0.0
2,4,0,south,2,3,1,0.0,0.0,0.0,0.0,0.1,0.0
2,4,1,south,2,3,1,0.0,0.1,0.0,0.0,0.1,0.0
2,4,2,south,2,3,3,0.1,0.0,0.0,0.1,0.1,0.0
2,5,0,south,2,4,1,0.0,0.0,0.0,0.0,0.1,0.0
2,6,0,east,3,6,2,0.0,0.0,0.0,0.1,0.0,0.0
2,6,1,east,3,6,3,0.0,0.1,0.0,0.1,0.1,0.0
2,6,3,east,3,6,9,0.1,0.1,0.0,0.2,0.2,0.0
2,6,3,east,3,6,6,0.1,0.1,0.0,0.1,0.2,0.0
2,6,6,east,3,6,9,0.1,0.2,0.0,0.2,0.2,0.0
2,7,0,south,2,6,1,0.0,0.0,0.0,0.0,0.1,0.0
2,7,1,south,2,6,3,0.0,0.1,0.0,0.1,0.1,0.0
2,7,1,south,2,6,1,0.0,0.1,0.0,0.0,0.1,0.0
2,7,3,south,2,6,3,0.1,0.1,0.0,0.1,0.1,0.0
2,7,3,south,2,6,6,0.1,0.1,0.0,0.1,0.2,0.0
2,7,6,south,2,6,6,0.1,0.2,0.0,0.1,0.2,0.0
2,8,0,south,2,7,1,0.0,0.0,0.0,0.0,0.1,0.0
2,8,2,south,2,7,3,0.1,0.0,0.0,0.1,0.1,0.0
2,8,3,south,2,7,6,0.1,0.1,0.0,0.1,0.2,0.0
2,9,0,south,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0,east,4,0,2,0.0,0.0,0.0,0.1,0.0,0.0
3,0,1,east,4,0,3,0.0,0.1,0.0,0.1,0.1,0.0
3,0,2,east,4,0,4,0.1,0.0,0.0,0.2,0.0,0.0
3,0,2,east,4,0,2,0.1,0.0,0.0,0.1,0.0,0.0
3,0,3,east,4,0,3,0.1,0.1,0.0,0.1,0.1,0.0
3,0,3,east,4,0,7,0.1,0.1,0.0,0.2,0.1,0.0
3,1,0,south,3,0,1,0.0,0.0,0.0,0.0,0.1,0.0
3,2,0,north,3,3,1,0.0,0.0,0.0,0.0,0.1,0.0
3,3,0,east,4,3,2,0.0,0.0,0.0,0.1,0.0,0.0
3,3,1,east,4,3,3,0.0,0.1,0.0,0.1,0.1,0.0
3,3,2,east,4,3,7,0.1,0.0,0.0,0.2,0.1,0.0
3,3,2,east,4,3,2,0.1,0.0,0.0,0.1,0.0,0.0
3,3,3,east,4,3,3,0.1,0.1,0.0,0.1,0.1,0.0
3,3,3,east,4,3,9,0.1,0.1,0.0,0.2,0.2,0.0
3,3,3,east,4,3,7,0.1,0.1,0.0,0.2,0.1,0.0
3,4,0,south,3,3,1,0.0,0.0,0.0,0.0,0.1,0.0
3,6,0,east,4,6,2,0.0,0.0,0.0,0.1,0.0,0.0
3,6,2,east,4,6,2,0.1,0.0,0.0,0.1,0.0,0.0
3,6,3,east,4,6,3,0.1,0.1,0.0,0.1,0.1,0.0
3,6,3,east,4,6,9,0.1,0.1,0.0,0.2,0.2,0.0
3,6,6,east,4,6,9,0.1,0.2,0.0,0.2,0.2,0.0
3,6,9,east,4,6,16,0.2,0.2,0.0,0.3,0.3,0.0
3,6,9,east,4,6,9,0.2,0.2,0.0,0.2,0.2,0.0
3,8,0,west,2,8,2,0.0,0.0,0.0,0.1,0.0,0.0
4,0,0,east,5,0,2,0.0,0.0,0.0,0.1,0.0,0.0
4,0,2,east,5,0,2,0.1,0.0,0.0,0.1,0.0,0.0
4,0,2,east,5,0,4,0.1,0.0,0.0,0.2,0.0,0.0
4,0,3,east,5,0,3,0.1,0.1,0.0,0.1,0.1,0.0
4,0,3,east,5,0,7,0.1,0.1,0.0,0.2,0.1,0.0
4,0,4,east,5,0,4,0.2,0.0,0.0,0.2,0.0,0.0
4,0,4,east,5,0,5,0.2,0.0,0.0,0.3,0.0,0.0
4,0,7,east,5,0,11,0.2,0.1,0.0,0.3,0.1,0.0
4,3,0,east,5,3,2,0.0,0.0,0.0,0.1,0.0,0.0
4,3,2,east,5,3,7,0.1,0.0,0.0,0.2,0.1,0.0
4,3,2,east,5,3,2,0.1,0.0,0.0,0.1,0.0,0.0
4,3,3,east,5,3,3,0.1,0.1,0.0,0.1,0.1,0.0
4,3,3,east,5,3,7,0.1,0.1,0.0,0.2,0.1,0.0
4,3,7,east,5,3,11,0.2,0.1,0.0,0.3,0.1,0.0
4,3,7,east,5,3,7,0.2,0.1,0.0,0.2,0.1,0.0
4,3,9,east,5,3,9,0.2,0.2,0.0,0.2,0.2,0.0
4,4,0,east,5,4,2,0.0,0.0,0.0,0.1,0.0,0.0
4,6,0,east,5,6,2,0.0,0.0,0.0,0.1,0.0,0.0
4,6,2,east,5,6,7,0.1,0.0,0.0,0.2,0.1,0.0
4,6,2,east,5,6,2,0.1,0.0,0.0,0.1,0.0,0.0
4,6,3,east,5,6,7,0.1,0.1,0.0,0.2,0.1,0.0
4,6,9,east,5,6,14,0.2,0.2,0.0,0.3,0.2,0.0
4,6,9,east,5,6,9,0.2,0.2,0.0,0.2,0.2,0.0
4,6,16,east,5,6,16,0.3,0.3,0.0,0.3,0.3,0.0
4,7,0,east,5,7,2,0.0,0.0,0.0,0.1,0.0,0.0
5,0,0,east,6,0,2,0.0,0.0,0.0,0.1,0.0,0.0
5,0,2,east,6,0,2,0.1,0.0,0.0,0.1,0.0,0.0
5,0,2,east,6,0,4,0.1,0.0,0.0,0.2,0.0,0.0
5,0,3,east,6,0,7,0.1,0.1,0.0,0.2,0.1,0.0
5,0,4,east,6,0,5,0.2,0.0,0.0,0.3,0.0,0.0
5,0,4,east,6,0,4,0.2,0.0,0.0,0.2,0.0,0.0
5,0,5,east,6,0,10,0.3,0.0,0.0,0.3,0.1,-0.1
5,0,7,east,6,0,11,0.2,0.1,0.0,0.3,0.1,0.0
5,0,11,east,6,0,11,0.3,0.1,0.0,0.3,0.1,0.0
5,1,0,east,6,1,2,0.0,0.0,0.0,0.1,0.0,0.0
5,2,0,north,5,3,1,0.0,0.0,0.0,0.0,0.1,0.0
5,3,0,north,5,4,1,0.0,0.0,0.0,0.0,0.1,0.0
5,3,1,north,5,4,1,0.0,0.1,0.0,0.0,0.1,0.0
5,3,2,north,5,4,3,0.1,0.0,0.0,0.1,0.1,0.0
5,3,3,north,5,4,9,0.1,0.1,0.0,0.2,0.2,0.0
5,3,7,north,5,4,9,0.2,0.1,0.0,0.2,0.2,0.0
5,3,7,north,5,4,7,0.2,0.1,0.0,0.2,0.1,0.0
5,3,7,north,5,4,11,0.2,0.1,0.0,0.3,0.1,0.0
5,3,9,north,5,4,9,0.2,0.2,0.0,0.2,0.2,0.0
5,3,11,north,5,4,14,0.3,0.1,0.0,0.3,0.2,0.0
5,4,0,east,6,4,2,0.0,0.0,0.0,0.1,0.0,0.0
5,4,1,east,6,4,3,0.0,0.1,0.0,0.1,0.1,0.0
5,4,2,east,6,4,2,0.1,0.0,0.0,0.1,0.0,0.0
5,4,3,east,6,4,3,0.1,0.1,0.0,0.1,0.1,0.0
5,4,3,east,6,4,7,0.1,0.1,0.0,0.2,0.1,0.0
5,4,7,east,6,4,11,0.2,0.1,0.0,0.3,0.1,0.0
5,4,9,east,6,4,14,0.2,0.2,0.0,0.3,0.2,0.0
5,4,9,east,6,4,9,0.2,0.2,0.0,0.2,0.2,0.0
5,4,9,east,6,4,16,0.2,0.2,0.0,0.3,0.3,0.0
5,4,11,east,6,4,14,0.3,0.1,0.0,0.3,0.2,0.0
5,4,14,east,6,4,14,0.3,0.2,0.0,0.3,0.2,0.0
5,6,0,east,6,6,2,0.0,0.0,0.0,0.1,0.0,0.0
5,6,2,east,6,6,7,0.1,0.0,0.0,0.2,0.1,0.0
5,6,2,east,6,6,2,0.1,0.0,0.0,0.1,0.0,0.0
5,6,7,east,6,6,7,0.2,0.1,0.0,0.2,0.1,0.0
5,6,7,east,6,6,11,0.2,0.1,0.0,0.3,0.1,0.0
5,6,9,east,6,6,14,0.2,0.2,0.0,0.3,0.2,0.0
5,6,14,east,6,6,19,0.3,0.2,0.0,0.4,0.2,0.0
5,6,14,east,6,6,14,0.3,0.2,0.0,0.3,0.2,0.0
5,6,16,east,6,6,22,0.3,0.3,0.0,0.4,0.3,0.0
5,7,0,east,6,7,2,0.0,0.0,0.0,0.1,0.0,0.0
5,7,2,east,6,7,2,0.1,0.0,0.0,0.1,0.0,0.0
6,0,0,north,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,2,north,6,1,2,0.1,0.0,0.0,0.1,0.0,0.0
6,0,2,north,6,1,7,0.1,0.0,0.0,0.2,0.1,0.0
6,0,4,north,6,1,7,0.2,0.0,0.0,0.2,0.1,0.0
6,0,4,north,6,1,11,0.2,0.0,0.0,0.3,0.1,0.0
6,0,5,north,6,1,11,0.3,0.0,0.0,0.3,0.1,0.0
6,0,7,north,6,1,7,0.2,0.1,0.0,0.2,0.1,0.0
6,0,10,north,6,1,10,0.3,0.1,-0.1,0.3,0.1,-0.1
6,0,11,north,6,1,11,0.3,0.1,0.0,0.3,0.1,0.0
6,1,0,north,6,2,1,0.0,0.0,0.0,0.0,0.1,0.0
6,1,2,north,6,2,3,0.1,0.0,0.0,0.1,0.1,0.0
6,1,2,north,6,2,7,0.1,0.0,0.0,0.2,0.1,0.0
6,1,7,north,6,2,9,0.2,0.1,0.0,0.2,0.2,0.0
6,1,7,north,6,2,7,0.2,0.1,0.0,0.2,0.1,0.0
6,1,10,north,6,2,15,0.3,0.1,-0.1,0.4,0.1,-0.1
6,1,11,north,6,2,19,0.3,0.1,0.0,0.4,0.2,0.0
6,1,11,north,6,2,11,0.3,0.1,0.0,0.3,0.1,0.0
6,1,11,north,6,2,14,0.3,0.1,0.0,0.3,0.2,0.0
6,2,0,north,6,3,1,0.0,0.0,0.0,0.0,0.1,0.0
6,2,1,north,6,3,1,0.0,0.1,0.0,0.0,0.1,0.0
6,2,1,north,6,3,3,0.0,0.1,0.0,0.1,0.1,0.0
6,2,2,north,6,3,3,0.1,0.0,0.0,0.1,0.1,0.0
6,2,3,north,6,3,6,0.1,0.1,0.0,0.1,0.2,0.0
6,2,3,north,6,3,3,0.1,0.1,0.0,0.1,0.1,0.0
6,2,3,north,6,3,9,0.1,0.1,0.0,0.2,0.2,0.0
6,2,3,north,6,3,7,0.1,0.1,0.0,0.2,0.1,0.0
6,2,7,north,6,3,9,0.2,0.1,0.0,0.2,0.2,0.0
6,2,9,north,6,3,14,0.2,0.2,0.0,0.3,0.2,0.0
6,2,11,north,6,3,19,0.3,0.1,0.0,0.4,0.2,0.0
6,2,11,north,6,3,14,0.3,0.1,0.0,0.3,0.2,0.0
6,2,14,north,6,3,14,0.3,0.2,0.0,0.3,0.2,0.0
6,2,15,north,6,3,18,0.4,0.1,-0.1,0.4,0.2,-0.1
6,2,19,north,6,3,22,0.4,0.2,0.0,0.4,0.3,0.0
6,3,0,north,6,4,1,0.0,0.0,0.0,0.0,0.1,0.0
