xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,east,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,east,1,0,1,0.0,0.1,0.0,0.0,0.1,0.0
0,1,0,south,0,0,1,0.0,0.0,0.0,0.0,0.1,0.0
0,6,0,north,0,7,1,0.0,0.0,0.0,0.0,0.1,0.0
0,7,0,north,0,8,1,0.0,0.0,0.0,0.0,0.1,0.0
0,7,1,north,0,8,1,0.0,0.1,0.0,0.0,0.1,0.0
0,8,0,east,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,1,east,1,8,1,0.0,0.1,0.0,0.0,0.1,0.0
1,0,0,east,2,0,2,0.0,0.0,0.0,0.1,0.0,0.0
1,0,1,east,2,0,4,0.0,0.1,0.0,0.1,0.1,0.0
1,1,0,north,1,2,1,0.0,0.0,0.0,0.0,0.1,0.0
1,2,0,north,1,3,1,0.0,0.0,0.0,0.0,0.1,0.0
1,2,1,north,1,3,1,0.0,0.1,0.0,0.0,0.1,0.0
1,3,0,north,1,4,1,0.0,0.0,0.0,0.0,0.1,0.0
1,3,1,north,1,4,1,0.0,0.1,0.0,0.0,0.1,0.0
1,3,1,north,1,4,7,0.0,0.1,0.0,0.1,0.2,0.0
1,4,0,east,2,4,2,0.0,0.0,0.0,0.1,0.0,0.0
1,4,1,east,2,4,4,0.0,0.1,0.0,0.1,0.1,0.0
1,4,7,east,2,4,7,0.1,0.2,0.0,0.1,0.2,0.0
1,5,0,east,2,5,2,0.0,0.0,0.0,0.1,0.0,0.0
1,7,0,north,1,8,1,0.0,0.0,0.0,0.0,0.1,0.0
1,8,0,north,1,9,1,0.0,0.0,0.0,0.0,0.1,0.0
1,8,1,north,1,9,1,0.0,0.1,0.0,0.0,0.1,0.0
1,8,1,north,1,9,4,0.0,0.1,0.0,0.1,0.1,0.0
1,8,1,north,1,9,7,0.0,0.1,0.0,0.1,0.2,0.0
1,9,0,east,2,9,2,0.0,0.0,0.0,0.1,0.0,0.0
1,9,1,east,2,9,4,0.0,0.1,0.0,0.1,0.1,0.0
1,9,4,east,2,9,4,0.1,0.1,0.0,0.1,0.1,0.0
1,9,7,east,2,9,7,0.1,0.2,0.0,0.1,0.2,0.0
2,0,0,east,3,0,2,0.0,0.0,0.0,0.1,0.0,0.0
2,0,2,east,3,0,2,0.1,0.0,0.0,0.1,0.0,0.0
2,0,4,east,3,0,8,0.1,0.1,0.0,0.2,0.1,0.0
2,2,0,north,2,3,1,0.0,0.0,0.0,0.0,0.1,0.0
2,2,2,north,2,3,4,0.1,0.0,0.0,0.1,0.1,0.0
2,3,0,north,2,4,1,0.0,0.0,0.0,0.0,0.1,0.0
2,3,1,north,2,4,1,0.0,0.1,0.0,0.0,0.1,0.0
2,3,4,north,2,4,4,0.1,0.1,0.0,0.1,0.1,0.0
2,4,0,east,3,4,2,0.0,0.0,0.0,0.1,0.0,0.0
2,4,1,east,3,4,4,0.0,0.1,0.0,0.1,0.1,0.0
2,4,2,east,3,4,2,0.1,0.0,0.0,0.1,0.0,0.0
2,4,4,east,3,4,4,0.1,0.1,0.0,0.1,0.1,0.0
2,4,4,east,3,4,10,0.1,0.1,0.0,0.2,0.2,0.0
2,4,7,east,3,4,10,0.1,0.2,0.0,0.2,0.2,0.0
2,5,0,south,2,4,1,0.0,0.0,0.0,0.0,0.1,0.0
2,5,1,south,2,4,1,0.0,0.1,0.0,0.0,0.1,0.0
2,5,2,south,2,4,4,0.1,0.0,0.0,0.1,0.1,0.0
2,6,0,south,2,5,1,0.0,0.0,0.0,0.0,0.1,0.0
2,9,0,east,3,9,2,0.0,0.0,0.0,0.1,0.0,0.0
2,9,2,east,3,9,2,0.1,0.0,0.0,0.1,0.0,0.0
2,9,4,east,3,9,10,0.1,0.1,0.0,0.2,0.2,0.0
2,9,4,east,3,9,8,0.1,0.1,0.0,0.2,0.1,0.0
2,9,4,east,3,9,4,0.1,0.1,0.0,0.1,0.1,0.0
2,9,7,east,3,9,10,0.1,0.2,0.0,0.2,0.2,0.0
