xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,north,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,north,0,1,2,0.1,0.0,0.0,0.1,0.0,0.0
0,0,5,north,0,1,9,0.2,0.0,0.0,0.2,0.1,0.0
0,0,7,north,0,1,14,0.3,0.0,0.0,0.3,0.1,0.0
0,0,14,north,0,1,14,0.3,0.1,0.0,0.3,0.1,0.0
0,0,20,north,0,1,20,0.3,0.2,0.0,0.3,0.2,0.0
0,0,21,north,0,1,30,0.4,0.1,0.0,0.4,0.2,0.0
0,0,22,north,0,1,21,0.4,0.1,0.1,0.4,0.1,0.0
0,0,22,north,0,1,22,0.4,0.1,0.1,0.4,0.1,0.1
0,0,30,north,0,1,34,0.4,0.2,0.0,0.4,0.3,0.0
0,0,30,north,0,1,30,0.4,0.2,0.0,0.4,0.2,0.0
0,1,0,north,0,2,1,0.0,0.0,0.0,0.0,0.1,0.0
0,1,2,north,0,2,4,0.1,0.0,0.0,0.1,0.1,0.0
0,1,9,north,0,2,14,0.2,0.1,0.0,0.3,0.1,0.0
0,1,9,north,0,2,9,0.2,0.1,0.0,0.2,0.1,0.0
0,1,14,north,0,2,14,0.3,0.1,0.0,0.3,0.1,0.0
0,1,14,north,0,2,20,0.3,0.1,0.0,0.3,0.2,0.0
0,1,20,north,0,2,34,0.3,0.2,0.0,0.4,0.3,0.0
0,1,21,north,0,2,21,0.4,0.1,0.0,0.4,0.1,0.0
0,1,22,north,0,2,30,0.4,0.1,0.1,0.4,0.2,0.0
0,1,30,north,0,2,34,0.4,0.2,0.0,0.4,0.3,0.0
0,1,30,north,0,2,30,0.4,0.2,0.0,0.4,0.2,0.0
0,1,34,north,0,2,34,0.4,0.3,0.0,0.4,0.3,0.0
0,2,0,north,0,3,1,0.0,0.0,0.0,0.0,0.1,0.0
0,2,1,north,0,3,1,0.0,0.1,0.0,0.0,0.1,0.0
0,2,2,north,0,3,4,0.1,0.0,0.0,0.1,0.1,0.0
0,2,4,north,0,3,8,0.1,0.1,0.0,0.1,0.2,0.0
0,2,4,north,0,3,4,0.1,0.1,0.0,0.1,0.1,0.0
0,2,9,north,0,3,13,0.2,0.1,0.0,0.2,0.2,0.0
0,2,14,north,0,3,20,0.3,0.1,0.0,0.3,0.2,0.0
0,2,20,north,0,3,25,0.3,0.2,0.0,0.3,0.3,0.0
0,2,20,north,0,3,20,0.3,0.2,0.0,0.3,0.2,0.0
0,2,21,north,0,3,30,0.4,0.1,0.0,0.4,0.2,0.0
0,2,30,north,0,3,30,0.4,0.2,0.0,0.4,0.2,0.0
0,2,30,north,0,3,34,0.4,0.2,0.0,0.4,0.3,0.0
0,2,34,north,0,3,34,0.4,0.3,0.0,0.4,0.3,0.0
0,3,0,north,0,4,1,0.0,0.0,0.0,0.0,0.1,0.0
0,3,1,north,0,4,3,0.0,0.1,0.0,0.0,0.2,0.0
0,3,1,north,0,4,1,0.0,0.1,0.0,0.0,0.1,0.0
0,3,2,north,0,4,4,0.1,0.0,0.0,0.1,0.1,0.0
0,3,4,north,0,4,4,0.1,0.1,0.0,0.1,0.1,0.0
0,3,4,north,0,4,8,0.1,0.1,0.0,0.1,0.2,0.0
0,3,8,north,0,4,8,0.1,0.2,0.0,0.1,0.2,0.0
0,3,8,north,0,4,13,0.1,0.2,0.0,0.2,0.2,0.0
0,3,13,north,0,4,13,0.2,0.2,0.0,0.2,0.2,0.0
0,3,20,north,0,4,20,0.3,0.2,0.0,0.3,0.2,0.0
0,3,20,north,0,4,25,0.3,0.2,0.0,0.3,0.3,0.0
0,3,25,north,0,4,34,0.3,0.3,0.0,0.4,0.3,0.0
0,3,30,north,0,4,34,0.4,0.2,0.0,0.4,0.3,0.0
0,4,0,north,0,5,1,0.0,0.0,0.0,0.0,0.1,0.0
0,4,1,north,0,5,3,0.0,0.1,0.0,0.0,0.2,0.0
0,4,1,north,0,5,1,0.0,0.1,0.0,0.0,0.1,0.0
0,4,3,north,0,5,6,0.0,0.2,0.0,0.0,0.3,0.0
0,4,3,north,0,5,3,0.0,0.2,0.0,0.0,0.2,0.0
0,4,4,north,0,5,8,0.1,0.1,0.0,0.1,0.2,0.0
0,4,4,north,0,5,4,0.1,0.1,0.0,0.1,0.1,0.0
0,4,8,north,0,5,11,0.1,0.2,0.0,0.1,0.3,0.0
0,4,8,north,0,5,19,0.1,0.2,0.0,0.2,0.3,0.0
0,4,13,north,0,5,19,0.2,0.2,0.0,0.2,0.3,0.0
0,4,20,north,0,5,25,0.3,0.2,0.0,0.3,0.3,0.0
0,4,25,north,0,5,33,0.3,0.3,0.0,0.3,0.4,0.0
0,4,25,north,0,5,25,0.3,0.3,0.0,0.3,0.3,0.0
0,5,0,north,0,6,1,0.0,0.0,0.0,0.0,0.1,0.0
0,5,1,north,0,6,3,0.0,0.1,0.0,0.0,0.2,0.0
0,5,1,north,0,6,1,0.0,0.1,0.0,0.0,0.1,0.0
0,5,2,north,0,6,4,0.1,0.0,0.0,0.1,0.1,0.0
0,5,3,north,0,6,6,0.0,0.2,0.0,0.0,0.3,0.0
0,5,3,north,0,6,3,0.0,0.2,0.0,0.0,0.2,0.0
0,5,4,north,0,6,8,0.1,0.1,0.0,0.1,0.2,0.0
0,5,6,north,0,6,10,0.0,0.3,0.0,0.1,0.3,-0.1
0,5,8,north,0,6,8,0.1,0.2,0.0,0.1,0.2,0.0
0,5,8,north,0,6,11,0.1,0.2,0.0,0.1,0.3,0.0
0,5,11,north,0,6,11,0.1,0.3,0.0,0.1,0.3,0.0
0,5,19,north,0,6,28,0.2,0.3,0.0,0.2,0.4,0.0
0,5,19,north,0,6,19,0.2,0.3,0.0,0.2,0.3,0.0
0,5,25,north,0,6,33,0.3,0.3,0.0,0.3,0.4,0.0
0,6,0,north,0,7,1,0.0,0.0,0.0,0.0,0.1,0.0
0,6,1,north,0,7,3,0.0,0.1,0.0,0.0,0.2,0.0
0,6,1,north,0,7,1,0.0,0.1,0.0,0.0,0.1,0.0
0,6,2,north,0,7,4,0.1,0.0,0.0,0.1,0.1,0.0
0,6,3,north,0,7,3,0.0,0.2,0.0,0.0,0.2,0.0
