xhat,yhat,gvar,action,xhat_next,yhat_next,gvar_next,var_x,var_y,cov_xy,var_x_next,var_y_next,cov_xy_next
0,0,0,north,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,north,0,1,2,0.1,0.0,0.0,0.1,0.0,0.0
0,0,5,north,0,1,9,0.2,0.0,0.0,0.2,0.1,0.0
0,0,7,north,0,1,12,0.3,0.0,0.0,0.3,0.1,0.0
0,0,12,north,0,1,12,0.3,0.1,0.0,0.3,0.1,0.0
0,1,0,north,0,2,1,0.0,0.0,0.0,0.0,0.1,0.0
0,1,2,north,0,2,4,0.1,0.0,0.0,0.1,0.1,0.0
0,1,9,north,0,2,12,0.2,0.1,0.0,0.3,0.1,0.0
0,1,9,north,0,2,9,0.2,0.1,0.0,0.2,0.1,0.0
0,1,12,north,0,2,12,0.3,0.1,0.0,0.3,0.1,0.0
0,1,12,north,0,2,14,0.3,0.1,0.0,0.3,0.2,0.0
0,2,0,north,0,3,1,0.0,0.0,0.0,0.0,0.1,0.0
0,2,1,north,0,3,1,0.0,0.1,0.0,0.0,0.1,0.0
0,2,2,north,0,3,4,0.1,0.0,0.0,0.1,0.1,0.0
0,2,4,north,0,3,8,0.1,0.1,0.0,0.1,0.2,0.0
0,2,4,north,0,3,4,0.1,0.1,0.0,0.1,0.1,0.0
0,2,9,north,0,3,9,0.2,0.1,0.0,0.2,0.1,0.0
0,2,9,north,0,3,14,0.2,0.1,0.0,0.3,0.2,0.0
0,2,9,north,0,3,11,0.2,0.1,0.0,0.2,0.2,0.0
0,2,12,north,0,3,14,0.3,0.1,0.0,0.3,0.2,0.0
0,2,14,north,0,3,15,0.3,0.2,0.0,0.3,0.3,0.0
0,3,0,north,0,4,1,0.0,0.0,0.0,0.0,0.1,0.0
0,3,1,north,0,4,3,0.0,0.1,0.0,0.0,0.2,0.0
0,3,1,north,0,4,1,0.0,0.1,0.0,0.0,0.1,0.0
0,3,4,north,0,4,4,0.1,0.1,0.0,0.1,0.1,0.0
0,3,4,north,0,4,8,0.1,0.1,0.0,0.1,0.2,0.0
0,3,8,north,0,4,8,0.1,0.2,0.0,0.1,0.2,0.0
0,3,8,north,0,4,11,0.1,0.2,0.0,0.2,0.2,0.0
0,3,9,north,0,4,11,0.2,0.1,0.0,0.2,0.2,0.0
0,3,11,north,0,4,11,0.2,0.2,0.0,0.2,0.2,0.0
0,3,14,north,0,4,14,0.3,0.2,0.0,0.3,0.2,0.0
0,3,14,north,0,4,15,0.3,0.2,0.0,0.3,0.3,0.0
0,3,15,north,0,4,19,0.3,0.3,0.0,0.4,0.3,0.0
0,4,0,east,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,1,east,1,4,1,0.0,0.1,0.0,0.0,0.1,0.0
0,4,3,east,1,4,8,0.0,0.2,0.0,0.1,0.2,0.0
0,4,3,east,1,4,10,0.0,0.2,0.0,0.1,0.3,0.0
0,4,4,east,1,4,8,0.1,0.1,0.0,0.1,0.2,0.0
0,4,6,east,1,4,10,0.0,0.3,0.0,0.1,0.3,0.0
0,4,8,east,1,4,8,0.1,0.2,0.0,0.1,0.2,0.0
0,4,8,east,1,4,11,0.1,0.2,0.0,0.2,0.2,0.0
0,4,10,east,1,4,10,0.1,0.3,0.0,0.1,0.3,0.0
0,4,11,east,1,4,11,0.2,0.2,0.0,0.2,0.2,0.0
0,4,11,east,1,4,13,0.2,0.2,0.0,0.2,0.3,0.0
0,4,14,east,1,4,15,0.3,0.2,0.0,0.3,0.3,0.0
0,4,15,east,1,4,15,0.3,0.3,0.0,0.3,0.3,0.0
0,4,15,east,1,4,19,0.3,0.3,0.0,0.4,0.3,0.0
0,5,0,south,0,4,1,0.0,0.0,0.0,0.0,0.1,0.0
0,5,1,south,0,4,3,0.0,0.1,0.0,0.0,0.2,0.0
0,5,1,south,0,4,1,0.0,0.1,0.0,0.0,0.1,0.0
0,5,3,south,0,4,3,0.0,0.2,0.0,0.0,0.2,0.0
0,5,3,south,0,4,6,0.0,0.2,0.0,0.0,0.3,0.0
0,5,4,south,0,4,8,0.1,0.1,0.0,0.1,0.2,0.0
0,5,8,south,0,4,10,0.1,0.2,0.0,0.1,0.3,0.0
0,6,0,south,0,5,1,0.0,0.0,0.0,0.0,0.1,0.0
0,6,1,south,0,5,1,0.0,0.1,0.0,0.0,0.1,0.0
0,6,1,south,0,5,3,0.0,0.1,0.0,0.0,0.2,0.0
0,6,4,south,0,5,4,0.1,0.1,0.0,0.1,0.1,0.0
0,6,4,south,0,5,8,0.1,0.1,0.0,0.1,0.2,0.0
0,6,8,south,0,5,8,0.1,0.2,0.0,0.1,0.2,0.0
0,7,0,south,0,6,1,0.0,0.0,0.0,0.0,0.1,0.0
0,7,1,south,0,6,1,0.0,0.1,0.0,0.0,0.1,0.0
0,7,2,south,0,6,4,0.1,0.0,0.0,0.1,0.1,0.0
0,7,4,south,0,6,4,0.1,0.1,0.0,0.1,0.1,0.0
0,7,4,south,0,6,8,0.1,0.1,0.0,0.1,0.2,0.0
0,8,0,south,0,7,1,0.0,0.0,0.0,0.0,0.1,0.0
0,8,2,south,0,7,4,0.1,0.0,0.0,0.1,0.1,0.0
0,9,0,south,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,2,south,0,8,2,0.1,0.0,0.0,0.1,0.0,0.0
1,0,0,west,0,0,2,0.0,0.0,0.0,0.1,0.0,0.0
1,0,2,west,0,0,5,0.1,0.0,0.0,0.2,0.0,0.0
1,0,2,west,0,0,2,0.1,0.0,0.0,0.1,0.0,0.0
1,0,5,west,0,0,5,0.2,0.0,0.0,0.2,0.0,0.0
1,0,5,west,0,0,7,0.2,0.0,0.0,0.3,0.0,0.0
1,0,12,west,0,0,12,0.3,0.1,0.0,0.3,0.1,0.0
1,1,0,west,0,1,2,0.0,0.0,0.0,0.1,0.0,0.0
1,1,2,west,0,1,9,0.1,0.0,0.0,0.2,0.1,0.0
1,1,2,west,0,1,2,0.1,0.0,0.0,0.1,0.0,0.0
1,1,9,west,0,1,9,0.2,0.1,0.0,0.2,0.1,0.0
1,2,0,west,0,2,2,0.0,0.0,0.0,0.1,0.0,0.0
1,2,2,west,0,2,9,0.1,0.0,0.0,0.2,0.1,0.0
