xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,north,0,1,1
0,1,0,north,0,2,6
0,1,1,north,0,2,13
0,2,0,east,1,2,5
0,2,6,east,1,2,16
0,2,13,east,1,2,27
0,6,0,east,1,6,5
0,6,7,east,1,6,17
0,6,22,east,1,6,35
0,6,32,east,1,6,48
0,6,46,east,1,6,60
0,6,56,east,1,6,72
0,6,73,east,1,6,87
0,6,77,east,1,6,94
0,7,0,south,0,6,7
0,7,7,south,0,6,22
0,7,14,south,0,6,32
0,7,25,south,0,6,46
0,7,33,south,0,6,56
0,7,50,south,0,6,73
0,7,57,south,0,6,77
0,8,0,south,0,7,7
0,8,2,south,0,7,14
0,8,11,south,0,7,25
0,8,15,south,0,7,33
0,8,30,south,0,7,50
0,8,34,south,0,7,57
0,9,0,south,0,8,2
0,9,8,south,0,8,15
0,9,23,south,0,8,34
1,0,0,east,2,0,8
1,2,0,east,2,2,11
1,2,5,east,2,2,21
1,2,16,east,2,2,37
1,2,27,east,2,2,51
1,3,0,east,2,3,11
1,4,0,north,1,5,10
1,5,0,north,1,6,10
1,5,10,north,1,6,28
1,6,0,east,2,6,11
1,6,5,east,2,6,21
1,6,10,east,2,6,29
1,6,17,east,2,6,38
1,6,28,east,2,6,54
1,6,35,east,2,6,60
1,6,48,east,2,6,75
1,6,60,east,2,6,87
1,6,72,east,2,6,100
1,6,87,east,2,6,113
1,6,94,east,2,6,120
1,7,0,south,1,6,10
1,8,0,west,0,8,11
1,8,11,west,0,8,30
1,9,0,west,0,9,8
1,9,8,west,0,9,23
2,0,0,north,2,1,4
2,0,8,north,2,1,18
2,0,9,north,2,1,19
2,0,24,north,2,1,36
2,0,41,north,2,1,59
2,0,62,north,2,1,84
2,1,0,north,2,2,10
2,1,4,north,2,2,20
2,1,18,north,2,2,39
2,1,19,north,2,2,40
2,1,36,north,2,2,61
2,1,59,north,2,2,86
2,1,84,north,2,2,110
2,2,0,north,2,3,10
2,2,10,north,2,3,28
2,2,11,north,2,3,29
2,2,20,north,2,3,42
2,2,21,north,2,3,44
2,2,37,north,2,3,63
2,2,39,north,2,3,64
2,2,40,north,2,3,65
2,2,51,north,2,3,78
2,2,61,north,2,3,88
2,2,86,north,2,3,112
2,2,110,north,2,3,137
2,3,0,east,3,3,11
2,3,10,east,3,3,29
2,3,11,east,3,3,30
2,3,28,east,3,3,54
2,3,29,east,3,3,55
2,3,42,east,3,3,68
2,3,44,east,3,3,70
2,3,63,east,3,3,89
2,3,64,east,3,3,90
2,3,65,east,3,3,91
2,3,78,east,3,3,104
2,3,88,east,3,3,114
2,3,112,east,3,3,139
2,3,137,east,3,3,164
2,5,0,north,2,6,10
2,6,0,east,3,6,11
2,6,10,east,3,6,29
2,6,11,east,3,6,30
2,6,21,east,3,6,45
2,6,29,east,3,6,55
2,6,38,east,3,6,66
2,6,54,east,3,6,81
2,6,60,east,3,6,87
2,6,75,east,3,6,102
2,6,87,east,3,6,113
2,6,100,east,3,6,126
2,6,113,east,3,6,141
2,6,120,east,3,6,147
2,8,0,west,1,8,11
2,9,0,west,1,9,8
3,0,0,west,2,0,9
3,0,9,west,2,0,24
3,0,24,west,2,0,41
3,0,41,west,2,0,62
3,2,0,north,3,3,10
3,3,0,north,3,4,10
3,3,10,north,3,4,28
3,3,11,north,3,4,29
3,3,29,north,3,4,54
3,3,30,north,3,4,55
3,3,53,north,3,4,82
3,3,54,north,3,4,80
3,3,55,north,3,4,81
3,3,68,north,3,4,95
3,3,70,north,3,4,97
3,3,82,north,3,4,107
3,3,83,north,3,4,108
3,3,89,north,3,4,115
3,3,90,north,3,4,116
3,3,91,north,3,4,117
3,3,104,north,3,4,130
3,3,108,north,3,4,135
3,3,114,north,3,4,140
3,3,136,north,3,4,162
3,3,139,north,3,4,166
3,3,151,north,3,4,178
3,3,162,north,3,4,190
3,3,164,north,3,4,192
