xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,0,6,east,1,0,13
0,1,0,south,0,0,6
0,7,0,north,0,8,5
0,8,0,east,1,8,4
0,8,5,east,1,8,14
1,0,0,east,2,0,7
1,0,1,east,2,0,11
1,0,13,east,2,0,29
1,2,0,east,2,2,10
1,8,0,east,2,8,10
1,8,3,east,2,8,19
1,8,4,east,2,8,20
1,8,14,east,2,8,36
1,9,0,south,1,8,3
2,0,0,east,3,0,7
2,0,7,east,3,0,23
2,0,11,east,3,0,30
2,0,29,east,3,0,52
2,1,0,north,2,2,9
2,2,0,east,3,2,10
2,2,9,east,3,2,27
2,2,10,east,3,2,28
2,3,0,south,2,2,9
2,5,0,north,2,6,9
2,6,0,north,2,7,9
2,6,9,north,2,7,26
2,7,0,north,2,8,9
2,7,9,north,2,8,26
2,7,26,north,2,8,48
2,8,0,east,3,8,10
2,8,9,east,3,8,27
2,8,10,east,3,8,28
2,8,19,east,3,8,42
2,8,20,east,3,8,43
2,8,26,east,3,8,50
2,8,36,east,3,8,60
2,8,48,east,3,8,76
3,0,0,north,3,1,3
3,0,7,north,3,1,16
3,0,8,north,3,1,17
3,0,23,north,3,1,34
3,0,24,north,3,1,35
3,0,30,north,3,1,45
3,0,40,north,3,1,54
3,0,52,north,3,1,68
3,0,59,north,3,1,80
3,0,82,north,3,1,106
3,0,101,north,3,1,119
3,1,0,north,3,2,9
3,1,3,north,3,2,18
3,1,16,north,3,2,38
3,1,17,north,3,2,39
3,1,34,north,3,2,57
3,1,35,north,3,2,58
3,1,45,north,3,2,71
3,1,54,north,3,2,81
3,1,68,north,3,2,98
3,1,80,north,3,2,111
3,1,106,north,3,2,140
3,1,119,north,3,2,156
3,2,0,east,4,2,10
3,2,9,east,4,2,27
3,2,10,east,4,2,28
3,2,18,east,4,2,41
3,2,27,east,4,2,51
3,2,28,east,4,2,49
3,2,38,east,4,2,62
3,2,39,east,4,2,63
3,2,57,east,4,2,85
3,2,58,east,4,2,86
3,2,71,east,4,2,102
3,2,81,east,4,2,113
3,2,98,east,4,2,133
3,2,111,east,4,2,145
3,2,140,east,4,2,174
3,2,156,east,4,2,191
3,3,0,south,3,2,9
3,8,0,east,4,8,10
3,8,10,east,4,8,28
3,8,27,east,4,8,51
3,8,28,east,4,8,49
3,8,42,east,4,8,66
3,8,43,east,4,8,67
3,8,50,east,4,8,77
3,8,60,east,4,8,88
3,8,76,east,4,8,108
3,9,0,east,4,9,8
4,0,0,west,3,0,8
4,0,8,west,3,0,24
4,0,24,west,3,0,40
4,0,40,west,3,0,59
4,0,59,west,3,0,82
4,0,74,west,3,0,101
4,1,0,north,4,2,9
4,2,0,east,5,2,10
4,2,9,east,5,2,27
4,2,10,east,5,2,28
4,2,27,east,5,2,51
4,2,28,east,5,2,49
4,2,41,east,5,2,65
4,2,49,east,5,2,79
4,2,51,east,5,2,78
4,2,62,east,5,2,90
4,2,63,east,5,2,91
4,2,85,east,5,2,117
4,2,86,east,5,2,118
4,2,102,east,5,2,137
4,2,113,east,5,2,146
4,2,133,east,5,2,168
4,2,145,east,5,2,180
4,2,174,east,5,2,209
4,2,191,east,5,2,227
4,3,0,east,5,3,10
4,5,0,north,4,6,9
4,5,10,north,4,6,27
4,5,27,north,4,6,50
4,5,28,north,4,6,51
4,5,49,north,4,6,78
4,5,50,north,4,6,76
4,5,76,north,4,6,107
4,5,77,north,4,6,108
4,5,79,north,4,6,110
4,5,97,north,4,6,132
4,5,107,north,4,6,142
4,5,108,north,4,6,143
4,5,110,north,4,6,144
4,5,126,north,4,6,161
4,5,127,north,4,6,162
4,5,141,north,4,6,177
4,5,143,north,4,6,176
4,5,144,north,4,6,178
4,5,149,north,4,6,187
4,5,150,north,4,6,188
4,5,177,north,4,6,212
4,5,178,north,4,6,213
4,5,179,north,4,6,214
4,5,201,north,4,6,236
4,5,213,north,4,6,252
4,5,214,north,4,6,253
4,5,232,north,4,6,266
4,5,233,north,4,6,267
4,6,0,north,4,7,9
4,6,9,north,4,7,26
4,6,27,north,4,7,50
4,6,50,north,4,7,76
4,6,51,north,4,7,77
4,6,76,north,4,7,107
4,6,78,north,4,7,109
4,6,107,north,4,7,142
4,6,108,north,4,7,143
