xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,north,0,1,1
0,0,9,north,0,1,15
0,0,26,north,0,1,38
0,0,47,north,0,1,63
0,0,76,north,0,1,97
0,0,110,north,0,1,136
0,0,148,north,0,1,174
0,1,0,north,0,2,6
0,1,1,north,0,2,13
0,1,11,north,0,2,27
0,1,15,north,0,2,36
0,1,32,north,0,2,57
0,1,38,north,0,2,68
0,1,60,north,0,2,94
0,1,63,north,0,2,100
0,1,97,north,0,2,135
0,1,105,north,0,2,139
0,1,136,north,0,2,169
0,1,174,north,0,2,207
0,2,0,north,0,3,6
0,2,6,north,0,3,23
0,2,11,north,0,3,27
0,2,13,north,0,3,34
0,2,27,north,0,3,53
0,2,32,north,0,3,57
0,2,36,north,0,3,66
0,2,57,north,0,3,90
0,2,60,north,0,3,94
0,2,68,north,0,3,96
0,2,94,north,0,3,131
0,2,100,north,0,3,134
0,2,135,north,0,3,168
0,2,139,north,0,3,173
0,2,169,north,0,3,198
0,2,207,north,0,3,237
0,3,0,north,0,4,6
0,3,6,north,0,4,23
0,3,23,north,0,4,45
0,3,27,north,0,4,53
0,3,34,north,0,4,64
0,3,53,north,0,4,81
0,3,57,north,0,4,90
0,3,66,north,0,4,98
0,3,90,north,0,4,123
0,3,94,north,0,4,131
0,3,96,north,0,4,133
0,3,131,north,0,4,161
0,3,134,north,0,4,167
0,3,168,north,0,4,197
0,3,173,north,0,4,201
0,3,198,north,0,4,230
0,3,237,north,0,4,273
0,4,0,east,1,4,5
0,4,6,east,1,4,17
0,4,7,east,1,4,18
0,4,23,east,1,4,39
0,4,24,east,1,4,40
0,4,45,east,1,4,70
0,4,46,east,1,4,71
0,4,53,east,1,4,72
0,4,64,east,1,4,88
0,4,75,east,1,4,106
0,4,81,east,1,4,108
0,4,82,east,1,4,109
0,4,90,east,1,4,111
0,4,95,east,1,4,122
0,4,98,east,1,4,121
0,4,114,east,1,4,144
0,4,123,east,1,4,146
0,4,131,east,1,4,150
0,4,132,east,1,4,154
0,4,133,east,1,4,153
0,4,161,east,1,4,185
0,4,167,east,1,4,187
0,4,197,east,1,4,222
0,4,201,east,1,4,223
