xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,1
0,0,6,east,1,0,13
0,0,21,east,1,0,30
0,0,40,east,1,0,56
0,0,69,east,1,0,88
0,0,97,east,1,0,117
0,0,127,east,1,0,148
0,0,160,east,1,0,179
0,0,161,east,1,0,180
0,0,193,east,1,0,213
0,0,225,east,1,0,239
0,1,0,south,0,0,6
0,1,6,south,0,0,21
0,1,21,south,0,0,40
0,1,45,south,0,0,69
0,1,73,south,0,0,97
0,1,100,south,0,0,127
0,1,133,south,0,0,161
0,1,134,south,0,0,160
0,1,165,south,0,0,193
0,1,196,south,0,0,225
0,2,0,south,0,1,6
0,2,6,south,0,1,21
0,2,24,south,0,1,45
0,2,51,south,0,1,73
0,2,76,south,0,1,100
0,2,107,south,0,1,134
0,2,108,south,0,1,133
0,2,140,south,0,1,165
0,2,170,south,0,1,196
0,3,0,south,0,2,6
0,3,10,south,0,2,24
0,3,29,south,0,2,51
0,3,55,south,0,2,76
0,3,85,south,0,2,107
0,3,86,south,0,2,108
0,3,116,south,0,2,140
0,3,147,south,0,2,170
1,0,0,east,2,0,7
1,0,1,east,2,0,11
1,0,9,east,2,0,25
1,0,13,east,2,0,31
1,0,30,east,2,0,57
1,0,56,east,2,0,80
1,0,88,east,2,0,109
1,0,117,east,2,0,141
1,0,148,east,2,0,172
1,0,179,east,2,0,203
1,0,180,east,2,0,204
1,0,213,east,2,0,234
1,1,0,south,1,0,9
1,3,0,west,0,3,10
1,3,10,west,0,3,29
1,3,28,west,0,3,55
1,3,54,west,0,3,85
1,3,55,west,0,3,86
1,3,86,west,0,3,116
1,3,115,west,0,3,147
2,0,0,east,3,0,7
2,0,7,east,3,0,22
2,0,11,east,3,0,32
2,0,25,east,3,0,46
2,0,31,east,3,0,58
2,0,57,east,3,0,78
2,0,80,east,3,0,101
2,0,109,east,3,0,135
2,0,141,east,3,0,166
2,0,172,east,3,0,197
2,0,203,east,3,0,228
2,0,204,east,3,0,229
2,2,0,north,2,3,9
2,2,10,north,2,3,28
2,2,29,north,2,3,55
2,2,55,north,2,3,85
2,3,0,west,1,3,10
2,3,9,west,1,3,28
2,3,27,west,1,3,54
2,3,28,west,1,3,55
2,3,55,west,1,3,86
2,3,85,west,1,3,115
2,4,0,south,2,3,9
2,4,9,south,2,3,27
2,5,0,south,2,4,9
3,0,0,east,4,0,7
3,0,7,east,4,0,22
3,0,22,east,4,0,41
3,0,32,east,4,0,59
3,0,46,east,4,0,70
3,0,58,east,4,0,81
3,0,78,east,4,0,102
3,0,101,east,4,0,130
3,0,135,east,4,0,164
3,0,166,east,4,0,195
3,0,197,east,4,0,227
3,2,0,west,2,2,10
3,2,10,west,2,2,29
3,2,28,west,2,2,55
4,0,0,east,5,0,7
4,0,7,east,5,0,22
4,0,22,east,5,0,41
4,0,41,east,5,0,65
4,0,59,east,5,0,79
4,0,70,east,5,0,94
4,0,81,east,5,0,103
4,0,102,east,5,0,131
4,0,130,east,5,0,158
4,0,164,east,5,0,192
4,0,195,east,5,0,224
4,2,0,west,3,2,10
4,2,9,west,3,2,28
4,3,0,south,4,2,9
5,0,0,east,6,0,7
5,0,7,east,6,0,22
5,0,22,east,6,0,41
5,0,41,east,6,0,65
5,0,65,east,6,0,91
5,0,79,east,6,0,104
5,0,94,east,6,0,120
5,0,103,east,6,0,132
5,0,131,east,6,0,159
5,0,158,east,6,0,187
5,0,192,east,6,0,220
5,1,0,east,6,1,10
5,4,0,north,5,5,9
5,5,0,north,5,6,9
5,5,9,north,5,6,27
5,6,0,east,6,6,10
5,6,9,east,6,6,28
5,6,27,east,6,6,54
5,7,0,east,6,7,10
5,7,9,east,6,7,28
5,8,0,south,5,7,9
6,0,0,north,6,1,3
6,0,7,north,6,1,15
6,0,8,north,6,1,16
6,0,22,north,6,1,34
6,0,23,north,6,1,35
6,0,33,north,6,1,48
6,0,41,north,6,1,60
6,0,47,north,6,1,63
6,0,64,north,6,1,82
6,0,65,north,6,1,87
6,0,74,north,6,1,93
6,0,89,north,6,1,105
6,0,91,north,6,1,110
6,0,104,north,6,1,124
6,0,120,north,6,1,142
6,0,132,north,6,1,151
6,0,159,north,6,1,182
6,0,187,north,6,1,212
6,1,0,north,6,2,9
