xhat,yhat,raw_state,action,xhat_next,yhat_next,raw_state_next
0,0,0,east,1,0,2
0,2,0,north,0,3,6
0,2,11,north,0,3,26
0,3,0,north,0,4,6
0,3,6,north,0,4,23
0,3,26,north,0,4,49
0,4,0,north,0,5,6
0,4,6,north,0,5,23
0,4,11,north,0,5,26
0,4,23,north,0,5,44
0,4,49,north,0,5,75
0,5,0,north,0,6,6
0,5,6,north,0,6,23
0,5,11,north,0,6,26
0,5,23,north,0,6,44
0,5,26,north,0,6,49
0,5,44,north,0,6,68
0,5,75,north,0,6,103
0,6,0,north,0,7,6
0,6,6,north,0,7,23
0,6,23,north,0,7,44
0,6,26,north,0,7,49
0,6,44,north,0,7,68
0,6,49,north,0,7,75
0,6,68,north,0,7,97
0,6,103,north,0,7,135
0,7,0,east,1,7,5
0,7,6,east,1,7,17
0,7,7,east,1,7,18
0,7,12,east,1,7,29
0,7,23,east,1,7,37
0,7,33,east,1,7,53
0,7,44,east,1,7,63
0,7,49,east,1,7,65
0,7,68,east,1,7,93
0,7,75,east,1,7,95
0,7,97,east,1,7,123
0,7,135,east,1,7,162
0,8,0,south,0,7,7
0,8,1,south,0,7,12
0,8,16,south,0,7,33
0,9,0,south,0,8,1
0,9,8,south,0,8,16
1,0,0,east,2,0,8
1,0,2,east,2,0,13
1,0,10,east,2,0,27
1,1,0,south,1,0,10
1,2,0,west,0,2,11
1,4,0,west,0,4,11
1,5,0,west,0,5,11
1,7,0,east,2,7,11
1,7,5,east,2,7,22
1,7,10,east,2,7,31
1,7,17,east,2,7,40
1,7,18,east,2,7,41
1,7,29,east,2,7,56
1,7,37,east,2,7,65
1,7,53,east,2,7,83
1,7,63,east,2,7,95
1,7,65,east,2,7,100
1,7,93,east,2,7,130
1,7,95,east,2,7,133
1,7,123,east,2,7,162
1,7,162,east,2,7,202
1,8,0,south,1,7,10
1,9,0,west,0,9,8
2,0,0,east,3,0,8
2,0,8,east,3,0,24
2,0,10,east,3,0,27
2,0,13,east,3,0,35
2,0,27,east,3,0,50
2,1,0,south,2,0,10
2,4,0,north,2,5,10
2,5,0,north,2,6,10
2,5,10,north,2,6,30
2,6,0,north,2,7,10
2,6,10,north,2,7,30
2,6,30,north,2,7,57
2,7,0,east,3,7,11
2,7,10,east,3,7,31
2,7,11,east,3,7,32
2,7,22,east,3,7,48
2,7,30,east,3,7,59
2,7,31,east,3,7,60
2,7,40,east,3,7,73
2,7,41,east,3,7,74
2,7,56,east,3,7,88
2,7,57,east,3,7,90
2,7,65,east,3,7,100
2,7,83,east,3,7,119
2,7,95,east,3,7,133
2,7,100,east,3,7,141
2,7,130,east,3,7,169
2,7,133,east,3,7,172
2,7,162,east,3,7,202
2,7,202,east,3,7,243
2,8,0,east,3,8,11
3,0,0,east,4,0,8
3,0,8,east,4,0,24
3,0,24,east,4,0,45
